Algoritmo,Topologia,Makespan(min),Energia Total (Kj),Energia Verde (kJ), Energia Marrom (Kj)
no_comm,moheft_energy,343.22,8732.23,4181.39,4550.85
no_comm,moheft_energy,343.26,8728.24,4181.39,4546.85
no_comm,moheft_energy,343.26,8728.23,4181.39,4546.84
no_comm,moheft_energy,343.63,8641.04,4223.07,4417.97
no_comm,moheft_energy,344.63,8629.31,4200.28,4429.03
no_comm,moheft_energy,345.41,8625.84,4200.52,4425.32
spread -period 2,moheft_energy,195.11,21244.99,4984.36,16260.63
spread -period 2,moheft_energy,338.53,8695.18,4045.82,4649.36
spread -period 2,moheft_energy,338.54,8677.78,4066.44,4611.33
spread -period 2,moheft_energy,340.11,8650.64,4078.22,4572.42
spread -period 2,moheft_energy,340.15,8628.47,4088.02,4540.45
spread -period 2,moheft_energy,340.55,8606.3,4056.21,4550.09
spread -period 2,moheft_energy,341.0,8595.06,4040.25,4554.81
spread -period 2,moheft_energy,341.18,8576.16,4040.26,4535.9
spread -period 2,moheft_energy,341.18,8557.29,4040.26,4517.03
spread -period 2,moheft_energy,341.84,8519.46,4068.03,4451.43
spread -period 2,moheft_energy,344.29,8475.8,4037.61,4438.19
random_nearest,moheft_energy,193.37,20117.42,4784.1,15333.32
random_nearest,moheft_energy,334.87,9121.33,4143.28,4978.05
random_nearest,moheft_energy,334.88,9121.32,4143.28,4978.04
random_nearest,moheft_energy,334.92,9102.3,4129.3,4973.0
random_nearest,moheft_energy,336.75,9088.9,4137.0,4951.9
random_nearest,moheft_energy,337.98,9032.97,4157.82,4875.16
random_nearest,moheft_energy,338.15,9018.54,4163.87,4854.68
random_nearest,moheft_energy,338.22,8998.11,4165.91,4832.2
random_nearest,moheft_energy,338.39,8981.4,4137.66,4843.74
random_nearest,moheft_energy,338.69,8977.67,4142.58,4835.09
random_nearest,moheft_energy,338.7,8973.97,4152.38,4821.59
trivial,moheft_green_energy,176.24,22246.14,6906.14,15339.99
trivial,moheft_green_energy,252.92,20054.67,9193.55,10861.12
trivial,moheft_green_energy,253.51,20077.2,9240.89,10836.31
trivial,moheft_green_energy,253.71,20081.23,9253.57,10827.66
trivial,moheft_green_energy,254.38,20109.23,9289.09,10820.15
trivial,moheft_green_energy,257.75,20194.96,9394.53,10800.43
trivial,moheft_green_energy,258.54,20211.45,9419.1,10792.35
trivial,moheft_green_energy,259.21,20222.5,9439.36,10783.14
trivial,moheft_green_energy,854.56,11239.58,9451.14,1788.44
trivial,moheft_green_energy,854.87,11215.52,9438.67,1776.85
trivial,moheft_green_energy,856.9,11227.96,9456.96,1771.0
stencil_1d,moheft_green_energy,196.48,21481.89,6992.09,14489.8
stencil_1d,moheft_green_energy,484.02,11894.21,11215.96,678.26
stencil_1d,moheft_green_energy,484.03,11894.51,11216.68,677.83
stencil_1d,moheft_green_energy,484.25,11857.56,11201.43,656.13
stencil_1d,moheft_green_energy,484.75,11857.31,11203.2,654.11
stencil_1d,moheft_green_energy,484.91,11842.67,11200.43,642.24
stencil_1d,moheft_green_energy,484.96,11842.01,11212.63,629.38
stencil_1d,moheft_green_energy,485.26,11860.19,11240.08,620.1
stencil_1d,moheft_green_energy,485.67,11853.43,11254.87,598.56
stencil_1d,moheft_green_energy,485.98,11851.0,11265.47,585.53
stencil_1d,moheft_green_energy,488.42,11870.14,11292.64,577.5
stencil_1d_periodic,moheft_green_energy,195.37,21570.06,7039.05,14531.01
stencil_1d_periodic,moheft_green_energy,487.54,11576.88,11039.8,537.08
stencil_1d_periodic,moheft_green_energy,487.64,11576.23,11052.01,524.22
stencil_1d_periodic,moheft_green_energy,487.85,11575.44,11061.98,513.46
stencil_1d_periodic,moheft_green_energy,487.88,11575.44,11062.97,512.47
stencil_1d_periodic,moheft_green_energy,490.09,11619.58,11114.15,505.42
stencil_1d_periodic,moheft_green_energy,490.94,11606.29,11101.25,505.05
stencil_1d_periodic,moheft_green_energy,491.18,11607.5,11119.9,487.6
stencil_1d_periodic,moheft_green_energy,491.62,11578.21,11094.57,483.65
dom,moheft_green_energy,60.19,3969.88,1169.23,2800.65
dom,moheft_green_energy,60.22,4038.06,1265.32,2772.74
dom,moheft_green_energy,139.54,2859.4,2571.72,287.68
dom,moheft_green_energy,139.55,2854.95,2605.66,249.29
dom,moheft_green_energy,141.49,2829.59,2587.18,242.41
dom,moheft_green_energy,142.67,2828.38,2614.64,213.75
dom,moheft_green_energy,144.84,2734.46,2534.51,199.95
dom,moheft_green_energy,145.44,2748.31,2550.01,198.31
dom,moheft_green_energy,150.04,2693.85,2500.33,193.52
dom,moheft_green_energy,150.65,2713.57,2520.41,193.16
dom,moheft_green_energy,150.84,2684.94,2493.44,191.5
tree,moheft_green_energy,191.64,19237.49,6272.99,12964.51
tree,moheft_green_energy,505.65,11010.44,10488.75,521.69
tree,moheft_green_energy,505.69,11010.87,10498.32,512.55
tree,moheft_green_energy,505.96,11014.64,10510.73,503.92
tree,moheft_green_energy,508.14,11047.18,10548.79,498.4
tree,moheft_green_energy,510.1,11045.11,10555.4,489.71
tree,moheft_green_energy,510.52,11049.71,10568.08,481.63
tree,moheft_green_energy,510.78,11035.45,10563.06,472.39
tree,moheft_green_energy,512.54,11051.51,10581.05,470.46
tree,moheft_green_energy,512.76,11047.78,10584.79,462.99
tree,moheft_green_energy,512.97,11034.91,10582.05,452.85
fft,moheft_green_energy,194.44,22072.18,6352.19,15720.0
fft,moheft_green_energy,194.47,22053.13,6352.19,15700.95
fft,moheft_green_energy,195.31,22093.31,6396.03,15697.28
fft,moheft_green_energy,485.57,11564.81,11015.42,549.39
fft,moheft_green_energy,485.66,11568.17,11018.98,549.19
fft,moheft_green_energy,486.79,11578.91,11036.72,542.2
fft,moheft_green_energy,489.81,11566.82,11027.71,539.11
fft,moheft_green_energy,489.91,11552.92,11016.94,535.98
fft,moheft_green_energy,490.26,11573.41,11046.43,526.98
fft,moheft_green_energy,490.39,11573.47,11059.11,514.35
fft,moheft_green_energy,491.3,11547.97,11047.28,500.69
nearest,moheft_green_energy,196.48,21481.89,6992.09,14489.8
nearest,moheft_green_energy,484.02,11894.21,11215.96,678.26
nearest,moheft_green_energy,484.03,11894.51,11216.68,677.83
nearest,moheft_green_energy,484.25,11857.56,11201.43,656.13
nearest,moheft_green_energy,484.75,11857.31,11203.2,654.11
nearest,moheft_green_energy,484.91,11842.67,11200.43,642.24
nearest,moheft_green_energy,484.96,11842.01,11212.63,629.38
nearest,moheft_green_energy,485.26,11860.19,11240.08,620.1
nearest,moheft_green_energy,485.67,11853.43,11254.87,598.56
nearest,moheft_green_energy,485.98,11851.0,11265.47,585.53
nearest,moheft_green_energy,488.42,11870.14,11292.64,577.5
no_comm,moheft_green_energy,195.64,21275.3,6451.04,14824.26
no_comm,moheft_green_energy,195.93,21275.14,6451.04,14824.1
no_comm,moheft_green_energy,196.42,21295.1,6480.1,14814.99
no_comm,moheft_green_energy,199.83,21373.63,6594.11,14779.52
no_comm,moheft_green_energy,480.98,11784.64,11219.43,565.21
no_comm,moheft_green_energy,481.02,11759.05,11195.55,563.51
no_comm,moheft_green_energy,481.7,11786.31,11224.27,562.03
no_comm,moheft_green_energy,483.42,11835.06,11284.94,550.13
no_comm,moheft_green_energy,483.91,11817.23,11267.47,549.75
no_comm,moheft_green_energy,484.35,11824.22,11285.63,538.59
no_comm,moheft_green_energy,484.52,11804.63,11277.7,526.93
spread -period 2,moheft_green_energy,194.54,21862.03,6786.6,15075.43
spread -period 2,moheft_green_energy,476.18,11636.05,10915.04,721.01
spread -period 2,moheft_green_energy,476.49,11636.05,10924.84,711.21
spread -period 2,moheft_green_energy,480.19,11676.2,10979.7,696.51
spread -period 2,moheft_green_energy,481.58,11681.18,10997.04,684.14
spread -period 2,moheft_green_energy,481.82,11687.09,11015.78,671.31
spread -period 2,moheft_green_energy,483.23,11701.21,11039.77,661.44
spread -period 2,moheft_green_energy,483.31,11699.36,11044.62,654.75
spread -period 2,moheft_green_energy,485.1,11692.04,11037.3,654.74
spread -period 2,moheft_green_energy,486.75,11671.34,11017.85,653.49
random_nearest,moheft_green_energy,194.01,21395.41,6825.4,14570.02
random_nearest,moheft_green_energy,472.9,11971.46,11067.36,904.11
random_nearest,moheft_green_energy,473.11,11988.96,11089.47,899.49
random_nearest,moheft_green_energy,473.69,11985.08,11091.78,893.3
random_nearest,moheft_green_energy,473.81,11992.71,11099.61,893.1
random_nearest,moheft_green_energy,473.94,11988.43,11101.03,887.4
random_nearest,moheft_green_energy,474.29,11979.34,11092.2,887.13
random_nearest,moheft_green_energy,474.85,11981.23,11098.3,882.93
random_nearest,moheft_green_energy,474.98,11976.96,11108.12,868.84
random_nearest,moheft_green_energy,477.73,11980.6,11122.63,857.97
